クッキー,ワンピー,コロオド,カンテラ,チンピラ,カンカー,ノタウロ,クリスタ,ゴーカン,ワーシー,ガラクタ,トロメリ,チンゲー,ピチャクチャ,ボチャパン,ツヤテカ,カチャカチ,ドーバン,バリトン,キンバリ,グチャニチャ,ボーイソ,ハーハッ,ジンクス,マルガリ,フーハッ,ビングス
25,7,1,43,1,6,1,1,1,1,1,129,1,29,2,1,2,1,1,3,5,1,1,1,21,6,1
