すること,ぼんくら
"['\u3000令嬢は男性の国とは別の、いわゆるお隣さんの国から輿入れすることになっている。', '\u3000元より政略結婚をすることは覚悟していたし、相手の男性もそれは同じだろうと思っている。']",['\u3000恋に浮かれるようなぼんくらを生み出さないように、徹底的に厳しい教育を課しつつ、魅了魔法への対抗策を練る。']
