つんつん,こそこそ,きらきら,ぎりぎり,あーあー
['俺無関係の人よ？王子様が俺の顔を忘れてますように、と祈っていると、つんつんと突かれる。'],['周囲に呼びかけると、返事がない。野次馬さんは隣同士でこそこそ話し合ってるけど。'],['王子も唖然としている。いくら第三王子とはいえ、知らないことはないだろう、この目立つきらきらな容姿の男。逆に何故知らないのまりえ公爵令嬢。'],['その側近はぎりぎりしてるし、'],['あーあーあー。ばかでも王子につっこみって、不敬罪になるんだろうか。なるよな、なっちゃうよな・・・。すとれす溜まるな。']
