ぶるぶる,むんむん,こつこつ,がくがく
['？？（（（（がくがくぶるぶる））））\n'],['\u3000見た目は青い髪をしょーとぼぶにしていて、色気むんむんのえっちなお姉さん。\u3000性格は思わせ振りな態度をする小悪魔的な一面を持ち、えると比較しても策士と言える。\n'],['\u3000元々は生産職寄りの性格で、単純作業や地道な作業を繰り返すことが苦でないため、十五年のげーむ歴で単身でこつこつとぷれいして宇宙要塞まで建造した、引きこもり系廃人ぷれいやー。\n'],['？？（（（（がくがくぶるぶる））））\n']
