ブラウン,ガクブル
['\u3000 見た目は肩までのウェーブの掛かったブラウンヘア。派手なお姉さんといった感じ。性格は派手好きな少しバトルマニア。\n'],['？？（（（（ガクガクブルブル））））\n']
