ゴツゴツ,ヒョロヒョロ,ドキドキ,ニコニコ,ウキウキ,ボンボン,ドンドン
['生傷が絶えず、炭鉱場で鍛えたゴツゴツとした分厚い手の持ち主。'],['ヒョロヒョロで、日焼けなんかした事の無い真っ白な身体がコンプレックス。'],['【いいじゃん！！オッサンが相手だなんて斬新だし、このゲームが売れれば、自分も恋される側になれるのかと思えてドキドキしちゃうしね！】'],['貴族のお家で雇われているからか、笑顔が絶えず、ニコニコとお話しするオジ様。'],['なんて、ウキウキと話を進めちゃった、このオッサン。いや、社長さん。'],['貴族のボンボン？？違う違う、貴族の専属庭師のオジ様（48歳）'],['周囲がドンドン内定を出し喜びに染まる中、焦りに焦った私。']
