シーリーン,ゴーリン,ボードン,ブルガー,アーカン,ブライジ,モリシー,クリスタ,アードン
"['\u3000\u3000・シーリーン\n', '\u3000父親のグエンが厚遇しているシーリーンは、隠蔽魔道を作らせたら大陸一である。\n', '\u3000シーリーンが自信なさげに答えるも、それは仕方ないと手で示す。\n', '「うむ、そうだな。……シーリーンよ、結界を貼り直してくれんか？」\n']",['\u3000\u3000・トクト・ゴーリン\n'],['\u3000\u3000・ロイレス・ボードン\n'],['\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000無色の盾\u3000インビジブルガード\n'],['\u3000\u3000・リガル・アーカント\n'],['\u3000\u3000・ブライジル・アーレンス\n'],['\u3000\u3000・ドルフレッド・モリシー\n'],"['［＃中見出し］【閑話02】働け、クリスタン［＃中見出し終わり］\n', '\u3000おれの名前は、クリスタン・ローザイト。\n', '「そういえばクリスタン。あなたこの後、どうするの？」\n', '［＃中見出し］【閑話03】聞け、クリスタン［＃中見出し終わり］\n', '\u3000おれの名前は、クリスタン・ローザイト。\n', '\u3000\u3000\u3000\u3000・クリスタン・ローザイト\n', '\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u300048歳。クリスタンの母親。\n', '［＃中見出し］【閑話01】走れ、クリスタン［＃中見出し終わり］\n', '\u3000おれの名前は、クリスタン・ローザイト。\n', '「そういえばクリスタン。あなたこの後、どうするの？」\n']",['\u3000\u3000・アードン\n']
