フラフラ,ゴロゴロ,バラバラ,ジリジリ,ドキドキ,ハキハキ,ヘトヘト,ウダウダ,キラキラ,ジロジロ,トゲトゲ,ドンドン,ビクビク,ニヤニヤ,ブツブツ,コロコロ
['\u3000フラフラとその場を離れたのを覚えている。\n'],['\u3000そんな者はゴロゴロと転がってやしない。\n'],['「三度襲撃をかけて、三度空振りをした後で、私もそう思いました。しかも三度目のときは、バラバラに捜索をはじめたようで、ひとりが倒されていますし」\n'],['\u3000ジリジリと待っていると、演習を終えて竜操者たちが帰ってきた。\n'],['\u3000南米に向かうのですが、なんというか、そこへ行くまで、恐竜に出会うまでの物語も楽しいのです。ドキドキしっぱなしです。\n'],['\u3000レオンのお姉さんはとても美人で、ハキハキと物事をいう人らしい。\n'],['\u3000俺は夜遅くまでその準備をして、ヘトヘトになって寝入った。\n'],['『竜操者は静かに暮らしたい』にタイトルが決まるまでにウダウダやっていた記録です。\n'],['\u3000女王陛下の瞳がキラキラと輝いた。\n'],['\u3000わたしを上から下までジロジロ眺めて、そんな失礼なことを言った。\n'],['\u3000わたしのトゲトゲしさがなくなったからだろうか。レオンともよく話すようになった。\n'],"['\u3000さて、この給与ですが、年功序列でドンドンと上がっていきます。\n', '\u3000軍属の場合、給与は1000万円スタートで、これからドンドン上がるよ。出世するよと引き止め工作をしている感じになります。\n']",['\u3000こうして商人に亡命先の選定を任せ、ビクビクしながら待っていると、何日かしてひょっこりと戻ってきた。\n'],['\u3000女王陛下が近くの〈左手〉に指示を出すと、ニヤニヤとした顔が近づいてくる。\n'],['\u3000店の前でブツブツと独り言を言っている人がいた。\n'],"['\u3000女王はコロコロと笑った。\n', '\u3000対する女王陛下はコロコロと笑う。\n', '\u3000女王陛下はコロコロと笑った。\n']"
