ピチピチ,ウズウズ,カツカツ,ビクビク
['\u3000ピチピチで胸元の開いた服を着ていて、しゃがめばパンツが見えそうな超ミニのタイトスカートをはいている。\n'],['「アンタ、そういうのは先に言わないと……蘇生できる連中に殺されるよ。連中、暇にあかせて改造した蘇生術を試したくてウズウズしてるんだから」\n'],['\u3000逆に観光客を見込んだ宿屋などはどこもカツカツの状態であり、そういった店は二代目に継がせることもできず潰れていく。\n'],['\u3000青年はビクビクと痙攣した。\n']
