ワードス,トログリ,カンフー,ジャンキー,ハラキリ,コロマル,クスカリ,ポンコツ,パクチー,チップス,スクドー,クリスタ,ハッピー,アーボー,タッカー,ハードボ,クドツー,リングショ,チッボリ,カンバン,パープル,クリアー,ペッパー,ピクリン,ウラジー,ペットボ,スーパー,デンブル
1,1,1,3,2,2,6,2,10,3,1,2,1,4,1,4,6,1,5,2,3,3,2,3,7,2,2,2
