わなかっ,いらしく,しなこと,ことすら,ばらくす,しなかっ,うとする,かってく,はっきり,どろくさ,すること,がりぼん,たらしく,わんばか,しっかり
3,1,1,1,1,2,1,1,1,1,3,1,1,1,1
