バンザー,キューピッ,ブラザー,クッキー,ピンボー,パカスカ,ドスチー,ワンピー,ハラドキ,カップル,ワンボー,フラワー,オンブル,コンパク,スカウト,プリクラ,スパワー,ポリシー,チンピラ,ツンデレ,チーズバ,リンピッ,オンガー,ドスピー,ジーパン,エンジン,ガーボー,クーデレ,キャッチン,シックス,マジクー,ザービー,パースイ,ボチャスー,メリカン,リンスポ,パキスタ,コンクー,キューベリ,ハッピー,ソロアー,グイベン,ピッチン,キーパー,シーフー,タックス,ワンツー,ピリオド,クンドク,ハードス,ピーキン,プススタ,バリカン,ドーピッ,ウトツー,ボンキュッ,ツーリン,カークラ,ボーガー,ブラジャー,クストロ,ワーコン,カットボ,トンカツ,グータッ,ガチャガチ,シャークス,ポカスカ,プラカー,プンスタ,ガーコン,プリンクラ,ジャンピン,グラウン,メキシコ,クスクリ,キーワー,シーズン,プンスカ,ポツリポツ,チンタラ,クッピク,アップシュー,コントロ,シャンプー,タッパー,ヒーカッ,ポーカー,グスピー,バンバカ,ペットボ,クダウン,クスゴー,ワンバン,パーキャッ,テラブラ,スーパー,ブルペン,ブルチー,パクリン,カッチー,トンタッ,ツーボー
1,1,6,7,3,3,1,5,1,56,41,1,1,3,36,4,2,2,1,16,1,4,18,1,1,1,1,1,5,1,1,5,1,4,3,3,2,4,4,5,2,1,328,1,1,1,8,1,1,1,1,5,1,2,1,1,1,1,5,2,1,1,64,4,1,1,38,2,5,2,1,1,1,296,1,13,1,6,1,2,1,1,2,28,3,1,2,1,6,1,7,1,3,2,1,1,50,105,1,1,1,6,32
