ワンピー,カラクリ,キーボー,カップル,ピチャピチ,カップラ,ハッピー,カランカラ,ブラジャー,ドンパチ,アーコロ,スーパー,ポイズン,クタクル
1,1,2,2,1,1,1,1,1,1,1,2,1,1
