モヤモヤ,パタパタ,ツンツン,サバサバ,ピクピク,オロオロ,クルクル,キラキラ,クスクス,ニヤニヤ
['「……つらいこと、悲しいこと、モヤモヤした気持ち、ためてはいけないと紅蜀葵に教えてもらった」\n'],['\u3000おじの圧延は濃いベージュの襟付きシャツをだらしなくパタパタさせながら、情けない声を出す。\n'],['\u3000甘藍はと言うと不機嫌そうに言い放ち、鋼征の手の甲を指でツンツンと叩く。\n'],['\u3000薫風はサバサバと割り切ったように話したが、表情には一抹の寂しさがある。\n'],['\u3000彼女に問われた甘藍は黒い耳をピクピク動かしすと、鋼征のほうを見つめながら少し考えたのちこくりとうなずく。\n'],"['「おやじゃありませんよ。かわいそうにそちらの彼、何も知らないものだからさっきからオロオロしっぱなしじゃありませんか」\n', '\u3000ズバリと言い当てられてしまった鋼征は態度を取り繕えずにオロオロする。\n']",['\u3000彼女の視線は彼の顔から石へと移り、クルクルと動く。\n'],['\u3000彼が甘藍のほうに向きなおると、彼女は緑の目をキラキラと輝かせていた。\n'],"['\u3000鋼征の現代っ子らしい反応に紅蜀葵はクスクスと笑う。\n', '\u3000彼が目を丸くすると、彼女はクスクス笑った。\n']",['\u3000圧延はニヤニヤとしながら声をかける。\n']
