しっしっ,ぼとぼと,もそもそ
['\u3000ふろーらるを見習って、義姉を猫に見立ててしっしっと手で追い払ってやるとしょぼんと頭の上に耳が見えたような気がした。'],['\u3000どこからか黄色い果実の皮を出すと廊下の真ん中にそれをぼとぼとと落としてその場を去っていったのである。'],['\u3000そもそもそのがいん様の兄君は剣にはあまり興味がなかった人で、武者修行に自ら行くような人ではない。彼は次期当主として勉強をしていくうちに勉学に目覚めたらしく、研究の道に進みたいとぼやいていた。大方何かを交換条件掲げたがいん様が当主の座をもぎりとったのであろう。そしておそらく養子の件ももうその時には計画されていたことの一つに過ぎないのだろう。がいん様の話によるとその養子というのはひどく利口な子で、まだ三つほどだというのにほとんど母に甘えることがないのだという。']
