シーズン,ハードタ,モリガー,スカウト
"['［＃中見出し］第三シーズンの登場人物や設定紹介［＃中見出し終わり］\n', '［＃中見出し］第一シーズン、第二シーズンに登場した人などの紹介。［＃中見出し終わり］\n', '［＃中見出し］第一シーズン、第二シーズンに登場した人などの紹介。［＃中見出し終わり］\n']",['・真なる巨人のチーズ……巨獣種子羊の群を返還した際に礼として送られた巨大なチーズ。日持ちのするハードタイプで表面には防腐のための蜜蝋が塗られている。チーズを包んでいた巨大な葉は抗菌作用のある未発見の薬草で、薬師ギルドが大騒ぎになった。\n'],"['・モリガーン\n', '・モリガーン\n']",['・斥候……主に屋外や天然の洞窟など自然環境下での偵察や探索に長けた技能者。レンジャーとかスカウトとかアーチャーとかそういう者が含まれる。食料調達や地図作成には欠かせない人材で、いるだけで冒険者の生存性が格段に上昇する。\n']
