じゃーのお,しながら,きらめき,てかけら
['\u3000まず僕が最初に手にしたのは、朝てれびで放映されている戦隊ひーろー、らいとれんじゃーのおもちゃだった。'],['\u3000と最後にはため息を漏らしながらそう言った。'],['\u3000友達のゆう君が「ぱんどら行こうぜ！」と言うと、周りの皆の笑顔がきらめきだって見えたのがとても印象的だった。その時まだぱんどらを知らなかった僕はゆう君にそれを尋ねると、'],['\u3000次に見つけたのはＣＭで流れている、二丁拳銃をかっこよく乱れ撃つ爽快感が売りのてれびげーむ。最近発売された事もあって、げーむそふとのこーなーの中心に特設の台が備えられ、そこにはこれ見よがしに立てかけられたげーむそふとと、顔をすっぽり覆うように伸びた青髪と全身包む黒い衣服が特徴的な主人公の等身大のぱねるがあった。']
