ピンキリ,ガーハー,チンピラ,コンクリ,エンジン,ゴーグル,ブルトン,バンチュー,ドスポー,ウトブリ,コンプリ,ワーアップ,ハッキリ,バリトン,クラウン,エンバン,スーパー,ピンポイ,トンタッ
1,4,2,3,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1
