ぱくぱく,どんどん
['\u3000口をぱくぱくさせている亨を横目に話を続ける。'],"['\u3000そんな疑問がどんどん湧き上がる。', '\u3000二人で掛け合いで話すから、どんどん『奈美（わたし）が悪い』が声高になっていく。', '\u3000どんどん悔しい思いが溢れ出し、どうにも止まらない。']"
