どーちか,ぱーねち,こんすた,すたしー,まるがり,べろちか,ぽりかー,しーどろ,ぽーりん,ぱーふか,ぐりごー,あーんから,ぎーから,ぐりごり,ばしきー,ぼりすら
5,1,3,2,1,1,3,2,1,1,2,1,1,3,1,6
