めたばか,びしてく,はっぴー,すること,ちまうん,どきしな
['俺は、今日投稿し始めたばかりの物書き。'],['作者は俺のつたないれびゅーを見て、大喜びしてくれた。'],['俺は、この瞬間が最高にはっぴーだったよ。'],"['だから、俺はれびゅーをすることにした。', 'ぽいんと評価をすることが、らんきんぐに繋がるんなら、分かりやすい場所にできねぇかって。']",['なんてったって、あの名作を作った作者に感謝されちまうんだ。'],['俺はどきどきしながら、小説を読もうを見つめる。']
