クッキー,マジワー,ピンキリ,ガラゴロ,ワンピー,カンジュー,ポージン,キーボー,カップル,ワイガヤ,ワンシー,シャーペン,コンパク,シャングリ,ゴロボチ,クスキュー,チンピラ,カッパシャ,ズバシッ,ジャンキー,リンピッ,ザーガン,ウンゴー,コンクリ,スーハー,エンジン,デコピン,フンスー,ピーカー,チャラグル,デブチン,アームズ,シックス,バチャバチ,ジークン,ワンパン,ムンクル,コンガン,パチクリ,トロベリ,バチチッ,カンプン,ハッシュッ,バチチチ,マジバカ,ワンパタ,ガサゴソ,シースル,カードキ,ピンポー,ガラクタ,ウロチョロ,コンマジ,ウジャウジ,ハードボ,ダラゲー,グーグル,カランカラ,チョコカス,クッビク,マジハー,シュークリ,ソロクリ,ピンポン,ワーコン,ピーポー,ジャースレ,ガチャガチ,マジカラ,ドタバタ,チンプン,グラウン,リンゴリ,パラシュー,キーワー,トンピン,シッカリ,トンチッ,ハッキリ,パンピー,オンボロ,ポツリポツ,デコボコ,カチャカチ,ガタガタン,タップリ,コントロ,パシャパシ,クラシー,ワイオン,キンシッ,ポーカー,メチャクチャ,シャリムシャ,ズタボロ,ペットボ,クダウン,パーキン,トンズラ,マジキチ,パーカー,エンドロ,グーパー,ドサクサ,ピーキー,コンピュー,ブラウン,スーパー,ハッハー,グスカー,ピンポイ,グビグビリ,ワーキャー,ブーメラ,バカウマ,ゲートボ,ピープル,パーグー
3,1,2,1,7,2,1,2,10,1,1,4,1,3,1,1,2,1,1,2,2,1,1,7,1,4,2,1,1,1,58,2,1,1,1,1,1,1,2,1,1,1,1,4,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,4,1,1,1,3,1,8,1,2,1,1,22,2,1,1,1,6,1,1,7,3,1,1,1,1,3,1,1,10,2,10,1,1,1,1,4,1,1,1,1,39,1,1,2,1,1,1,1,1,1,2
