クッキー,ジンジャー,ジャーシー,カップル,ブルカー,オイスタ,ポリシー,ガラスー,コンボー,パードブ,ハーフサ,カンパチ,ドンブリ,ジンギス,カンパー,プラカッ,キンスー,パンパチ,シーフー,タッスタ,ハードシ,ポツンポツ,ハードブ,コンデン,クルトン,ワイトク,クラサク,ガーデン,クスフラ,チリペッ,スタサラ,シーズン,オンスー,スープカ,ザブトン,ワークリ,タッパー,ズンビー,ワイドシ,ペットボ,ハードカ,シャンパン,パーカー,チューパン,スーパー,ピングス,クスジュー,ビーフカ
4,7,1,1,2,1,3,1,1,1,5,4,1,8,1,1,5,1,6,1,2,1,1,1,1,5,5,1,1,1,1,1,1,12,4,1,5,4,1,8,1,10,1,6,19,1,1,3
