イラクサ,コンクリ,トンチン,ガーポイ,キーワー,マルカン,メソポタ,コンドー,ビーカー,デンプン,カリガラ,クリスタ
['珍しいところだと、ジャガイモやイラクサ、コケ、ガマ、アロエの葉なども使って、髪が造られました。\n'],['・コンクリート\n'],['トンチンカンは、息の合わない向う槌のことからきています。\n'],['２－３\u3000トリガーポイント療法\n'],['\u3000推奨動画検索キーワード：江戸切子\n'],"['\u3000西洋では７５１年以降から、サマルカンドに伝わったとされています。\n', '\u3000サマルカンドからヨーロッパに製紙技術が伝わるには更に５００年。\n']","['これが紀元前３０００年頃。メソポタミア文明のシュメール人が発見しました。\n', '\u3000四大文明の中でガラスが発達したのはエジプトとメソポタミア。\n', '\u3000エジプト、メソポタミア、ヴェネツィアではその製造法が非常に厳しく秘匿されました。\n', 'メソポタミアのミタンニかハリー地方で最初のガラス製造\n', 'ヘロドトスがいうには、メソポタミアで石鹸が使われたかなり後になって、レバント地方のフェニキア人が利用し、スキタイ人が髪を洗うのに使ったそうです。\n']",['・コンドーム\n'],['・ビーカーなどの研究道具\n'],['割れやすくする、殺菌する、デンプンのアミラーゼ化を促進する、といった目的があります。\n'],['カリガラスに変わる\n'],"['\u3000鉛クリスタル、マンガンを利用した消色法、切子ガラスに代表される、ガラスの製造後のカット技術などが好まれると思います。\n', '\u3000鉛クリスタルガラスは酸化鉛を３０％入れ、硝石を使用することで強度を保つ方法です。\n', '鉛クリスタルガラス製造法完成！\n', 'バカラで鉛クリスタルカットガラス生産始まる\n']"
