ワンピー,チンピラ,コンクリ,エンジン,ピーカー,ゴーグル,コットロ,ポンコツ,パチクリ,ガラクタ,コロジュー,カランカラ,ガチャガチ,オンボロ,ポツリポツ,コンピュー,スーパー
4,1,1,5,4,5,2,3,1,16,1,1,1,4,1,9,2
