ごつごつ,うきうき,ぼんぼん,どきどき,にこにこ,どんどん,ひょろひょろ
['生傷が絶えず、炭鉱場で鍛えたごつごつとした分厚い手の持ち主。'],['なんて、うきうきと話を進めちゃった、このおっさん。いや、社長さん。'],['貴族のぼんぼん？？違う違う、貴族の専属庭師のおじ様（48歳）'],['【いいじゃん！！おっさんが相手だなんて斬新だし、このげーむが売れれば、自分も恋される側になれるのかと思えてどきどきしちゃうしね！】'],['貴族のお家で雇われているからか、笑顔が絶えず、にこにことお話しするおじ様。'],['周囲がどんどん内定を出し喜びに染まる中、焦りに焦った私。'],['ひょろひょろで、日焼けなんかした事の無い真っ白な身体がこんぷれっくす。']
