ペットボ,トップッ,バックラ,ハッキリ,コンピュー,ブランドシ,ヌルガッ,ガッチリ,ガタゴト,ハッピー,スタワー,シナジー,カップル,ゲームシ,ランパー,ランクス,スーパー,ガリゴリ,ガラクタ,バックス,スルヒー,ブーメラ,ランポリ,カリゴリ,ガチャガチ,ジーゲー,ケットボ,ゴキブリ,コンパク,サンドバ,トップス,ブルブー,ワークス,ブリザー
7,1,8,8,2,1,1,1,1,1,1,2,1,9,20,4,2,1,2,2,3,3,1,1,1,1,4,1,1,1,2,1,1,1
