ハッキリ,コントロ,ガッチリ,スッキリ,フルスイ,グッドサ,ハッピー,ハッスル,バッチリ,スーパー,ウルフル,パーカッ,ガチムチ,スーツケ,サンドバ,トップラ,ガクブル
2,2,1,3,1,3,5,1,3,1,1,3,2,3,1,1,1
