コントロ,スカウト,ジタバタ,ブリザー,スットコ
['\u3000レゾナンスシアターのギフトを強制解除され、あの異空間のコントロールを途中から俺に奪われていた神野という女の子も同じである。\n'],"['「新入りが、覚えてるわけないし。だが、俺は敵じゃない。藤原主任教官のスカウトで、今やナイト扱いだ。そっち側だっつーの」\n', '「うん、君とその彼女――え～、｜桜坂由美《さくらざか\u3000ゆみ》さん？\u3000とにかく君達は、私がスカウトした中じゃ、明らかに毛色が違う。実際、君達には即実戦部隊として、大いに期待してるんだ」\n', '\u3000特殊な能力であるギフト持ちばかりを集めた学校へスカウトされた時、俺は当然、教官らしき男に尋ねた。\n', '「よし、ならばまず、現状を整理しよう。俺の今の急務は、邪魔なボーダー達を殲滅することだ。そもそも日本でサンシャイン学園のスカウトに応じたのも、そこなら敵の情報が集まると思ったからだしな。さらに言えば、俺達の故郷でもある異世界の大陸にも、ボーダーの手は伸びている可能性がある。余計に放置できない」\n', '\u3000感極まった由美の声に、女教官と仕送りポーンはぎょっとしてたが、藤原は落ち着いたものだった。多分こいつ、俺達をスカウトする前に、余計なことも調べてる気がする。\n']",['\u3000まあ、俺が座り込んだまま、そいつの首を巨体ごと持ち上げてるからな。こいつの仲間から見れば、スキンヘッド野郎は、なぜか俺の少し斜め上の空中で、首筋押さえてジタバタ暴れているように見えるはずだ。\n'],['\u3000嬉しそうに応じると、リーナはいきなり自分の元々持っていたギフト……つまり、ブリザードと私的に呼んでいる力を解放した。\n'],['\u3000あのスットコ機と、瞠目するほど使えない野郎共を見た結果、俺は少々「俺の妹って情報、ガセじゃね？」と思っていたところだった。\n']
