コンピュー,トップク,プリゲー,ハッピー,ウルブー,キーボー,ヨロシク,スーパー,パーカッ,ズルゲー,オタクラ,サッポロ,ガクブル
3,4,1,1,1,1,1,9,3,1,1,6,1
