てくだら,ぽっかり,むかつい,かさこそ,しわかり,うとする,ことのた,ずかしく,しながら,つやめた,けたこと,からもそ,だったら,さんのめ,すっぱり,ことだっ,くすこと,だったた,こともた,さんから,がっかり,けたとこ,もそうだ,さんのこ,すること,つけてく,しこちら,ことから,そわしな,しなかっ,さんがや,はっぴー,めちゃくちゃ,かさから,ころから,しないが,しばかり,からこそ,つかわし,もやする,かったら,もそうし,わなかっ,きーぼー,ぎたこと,ぐちから,うときー,わないが,きーわー,かってく,いそうだ
1,1,1,1,1,1,1,1,5,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,6,1,1,1,1,2,1,1,6,1,2,1,2,5,1,1,1,1,1,3,1,1,1,2,1,1,1
