スープカ,バタフラ,キログラ,コントロ,ズタボロ,ガクンガク,ギリバッ,キーワー,ピーキー,スカウト,ハッピー,ハッスル,クラクー,ワーアップ,キーボー,バッチリ,ワーウル,ペロンペロ,ワイガリ,ヘッドク,スーパー,ガラクタ,バッキリ,ノコギリ,ランゲー,ドロボー,バックス,ランクイ,キロメー,パースタ,ガッカリ,コンバッ,クスカリ,ガチャガチ,ボードバ,ケットボ,ガラスー,コンパク,サンドバ,ゲートボ,トップス,ツーラン,トップラ
10,1,1,11,1,1,1,2,1,3,1,1,24,6,2,1,234,1,1,1,5,1,1,1,2,1,8,3,1,1,2,3,1,1,1,1,1,1,1,1,2,1,16
