サーカス,カラコン,バックラ,ハッキリ,タップリ,コンピュー,バタフラ,バッサバッ,ジタバタ,コントロ,ゲージリ,ズタボロ,ボロカス,パカパー,カップラ,ブリメー,ブラザー,サングラ,ガッチリ,スッキリ,トコノコ,スカウト,スイパッ,カチンコチ,ハッピー,ハッスル,ノーボー,カップル,ダブスタ,ワクテカ,キーボー,バッチリ,パーチク,ヒーカッ,グラサン,クッキー,クラスタ,コンキラ,スクラン,スーパー,ザーフラ,オーパー,テクノロ,ワイトク,プルキー,サーチラ,シクヨロ,コンチク,サラツヤ,コウモリ,ワイガヤ,カラフル,グータラ,グチャグチ,ブーメラ,ガッカリ,ブルピー,ヘッドバ,ブツクサ,タップッ,ノープラ,サッパリ,ピースタ,ケットボ,ゴキブリ,ギリプラ,ピーチク,コンパク,コロジー,ランデブ,コンプリ,ガクブル,ピリオド,バリスタ,ビシバシ,メキシコ,ムズアップ,ドタバタ,ツルペッ
2,1,1,12,2,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,33,1,2,1,1,2,2,1,11,1,2,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,1,9,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,3,3
