スッパリ,カリプス,ペットボ,チョキボタ,スッポリ,ハッキリ,ペチャクチャ,マザコン,タックイ,チョコパー,ペッタラ,ホッコリ,ジタバタ,コントロ,ズタボロ,スッカラ,フルメタ,ブルキチ,トップク,カツサン,ノーブラ,ズキンズキ,カップラ,スカアハ,チリスー,キーワー,サラサー,サングラ,ランペッ,ブランブラ,ガッチリ,スッキリ,ツージャブ,スカウト,トロゲー,ハッピー,ペックダ,アップジャー,カップル,スクドー,クスサン,ワーアップ,パッチリ,ブースタ,バッチリ,マジカッ,グースカ,ノーサン,ワーウル,ノタウル,ヒーカッ,トースタ,クッキー,クスパー,プッシャー,ワイトボ,グーボタ,スーパー,プルシナ,カスカッ,バッキリ,ピラゴボ,スクリュー,スタブラ,ベロンベロ,パラメー,スッカリ,ランコロン,プルトッ,バックス,パーカッ,ヘッドキ,カラフル,キロメー,スッカス,グチャグチ,ブーメラ,プリクラ,ガッカリ,ツーパタ,ガッポリ,ブストー,メタトロ,サンマロ,ガサゴソ,サッパリ,ヒッキー,ガチャガチ,ビカメラ,ボコスカ,トロベリ,グーパー,ハラワタ,プルタブ,クッサー,カリジュー,コンパク,サンドバ,オーガミ,カタブツ,コロジー,プルジュー,フルブー,トッパー,コンプリ,ノータッ,ドサクサ,ニヤケタ,ポッカリ,クッキリ,ブリザー
3,1,11,1,1,41,1,4,3,1,2,2,1,6,1,1,1,1,1,1,4,1,1,115,1,1,1,1,1,1,5,16,1,7,2,13,7,1,9,3,1,12,1,1,51,1,5,3,3,1,2,2,35,1,1,3,1,11,2,1,1,1,2,1,1,2,1,1,1,7,2,1,1,8,1,5,10,1,8,1,2,1,84,1,1,3,1,1,1,2,4,2,3,1,1,1,3,2,1,1,1,1,1,5,3,9,2,1,1,1,2
