ペットボ,サーカス,ハッキリ,スクワー,パラパー,ヘナチョコ,ブランドシ,キーワー,サングラ,オズボー,キーボー,クッキー,ワイトボ,サンプル,スーパー,ワークラ,スクリュー,ボーブリ,コウモリ,プルトッ,スーツケ,バッサバ,サンキュー,クッキリ
16,1,3,1,1,1,1,3,8,1,2,1,1,7,2,1,9,2,2,1,7,1,2,1
