ペットボ,ミシバキ,ペチャクチャ,ヒーメー,コトシナ,バタフラ,ジタバタ,コントロ,ズタボロ,オイマジ,トップク,ガクンガク,キーワー,サングラ,スッキリ,ボクサー,カップル,スクボー,キーボー,バッチリ,グースカ,サンプル,スーパー,バックタ,バックス,サラゴリ,キロメー,グータラ,グチャグチ,カチャカチ,スーツケ,サンドバ,ピラコン,サラウル,トップス,コンプリ,コンサー,ゴトンゴト
3,1,1,1,1,12,1,10,1,1,3,1,1,8,4,1,2,1,4,1,1,1,6,1,4,11,1,1,2,1,12,1,1,2,1,1,1,3
