フルコン,コントロ,スカウト,ブラコン,ランクス,バックス,メージト,ボコスカ,ゴキブリ,ポッキリ,ノータッ,ムズアップ,ドタバタ
1,4,2,1,8,4,1,1,1,1,1,1,1
