スッパリ,ハッキリ,ドーボク,ウジャウジ,スッキリ,フルスイ,ハッピー,ブランケッ,フットー,スクラン,スーパー,メチャクチャ,コンパク,トップス
1,1,1,1,1,2,1,1,1,1,3,1,1,1
