カラコン,ガランガラ,コントロ,スカウト,バッチリ,スーパー,パラメー,コウモリ,スクトッ,メチャクチャ,サンキュー,オタグッ,ドサクサ
2,1,3,2,1,2,1,1,1,1,1,1,1
