コントロ,スッカス,クッキー,キロメー
"['「四枚も出してもコントロールしきれませんよ」\n', '\u3000六枚同時にコントロールするのはかなり難しいので三枚ずつ、二回に分けての操作となったが。\n']",['\u3000努力ももちろん必要だが、能力がスッカスカじゃ話にならないし。\n'],"['\u3000前回シス達がクッキーをすべて食べ尽くしてしまったから、気を使ってくれたようだ。\n', '「ん？\u3000クッキーはないんか？」\n', '\u3000そう言いながら伊集院先輩は神宮寺先輩の隣に座り、持ってきたクッキーに手を伸ばす。\n', '\u3000クッキーをつまみながら今回の受章について神宮寺先輩が説明をしてくれた。\n', '\u3000お、このクッキーも高級品じゃないか。\n', '\u3000事情聴取の疲れを紅茶とクッキーで癒やせってことなのかな。\n', '\u3000乾いた喉を潤そうと紅茶を一口含みクッキーに手を伸ばす。\n', '「なかなか美味なクッキーでした」\n', '\u3000有名ブランドのクッキー、ちょっと楽しみだったんだけどなぁ。\n']",['「うん、さっき携帯で調べたら直線距離で五十キロメートルはあるっぽい」\n']
