ペットボ,サーカス,フルグラ,クスバリ,ハッキリ,マザコン,ホッコリ,コントロ,グッパー,ムシチュー,バリボリ,ブラウザ,カップル,キーボー,ヨロシク,サンスー,トースタ,キューコン,スーパー,スイカパ,モリコロ,ウロチョロ,グラノー,メチャクチャ,カチャカチ,ハラドキ,サッパリ,モロコシ,タッパー,キューパー,ケットボ,ガラスー,グスポッ,メープル,コンプリ,ピリオド,ポテサラ,メキシコ,ドタバタ
4,1,5,1,1,3,1,1,2,1,1,3,3,5,1,1,4,2,14,1,1,1,3,1,2,1,1,3,3,1,1,1,2,1,2,1,5,2,1
