スッパリ,ペットボ,ホログラ,ハッキリ,コントロ,ガクンガク,ガッチリ,スッキリ,ハッピー,ボクサー,カップル,ワーアップ,ジーバリ,バッチリ,ドキワク,カッチリ,ホッゲホ,スクラン,スーパー,ゴミカス,サッパリ,タッパー,サンキュー,トップス,ポッカリ,クッキリ,ムズアップ
2,2,1,23,44,1,1,10,3,1,4,1,1,5,1,1,1,1,2,1,2,4,1,1,1,1,3
