ブラブラ,ボサボサ,チクチク
['\u3000天笠は腕をブラブラさせる行為を止めて、蓮村に声を掛けた。\n'],['\u3000髪はショート・カットだが、髪はボサボサ。目はどこか虚ろで、目の下には、化粧とも本物ともわからない、クマがあった。表情はで｜窶《やつ》れ気味。\n'],"['\u3000生前の悪行を取り上げてチクチクと言われるのなら、わかる。だが、勝手に連れてこられて小言を言われる行為は、納得できなかった。\n', '\u3000チクチクと嫌な言い回しをする。\n']"
