ペットボ,ペッパー,スープカ,バチコン,ワースー,ゴブフガ,ブーフガ,パーノー,モロフラ,ブラムシ,サングラ,スクスッ,ガッチリ,スッキリ,バリボリ,ボクサー,ダダダッ,クッゴク,ワーアップ,バッチリ,ピードタ,パキポキ,ヒートー,ワイドシ,キューコン,サンプル,スクリュー,サバサッ,ブーゴブ,ランゲー,スゴブリ,メラワー,オードブ,コウモリ,キロメー,カチコチ,プリクラ,ブルンブル,ガサゴソ,カッチカ,ビカメラ,サンキュー,ゴブシャー,ムシャムシ,チャリンボー,ノータッ,クッビク,ドタバタ,ヘッドシ
1,1,1,2,12,7,1,1,1,1,2,5,1,2,1,1,5,1,1,1,5,1,1,4,2,3,3,3,1,2,1,1,1,85,4,1,7,1,3,1,1,2,1,2,1,3,2,2,1
