ペットボ,カタコト,ジャークッ,スクワー,コンポタ,ウハハッ,キーワー,ホットコ,カップル,ポテフラ,メークイ,クッキー,ランクス,コンボタ,スーパー,ドキハラ,オードブ,プルトッ,カラフル,オーラン,カチコチ,ビシソワ,モロコシ,タッパー,スタサラ,ポテサラ,バックド
3,5,2,1,1,1,1,1,21,1,1,49,2,1,5,1,1,1,1,1,1,1,6,1,1,2,2
