ことくら,かったた,とったか,にたがっ,がしたか,ばらくす,はっきり,くらいが,どきする,からとっ,ずかしく,するすた,すっきり,がったら,しながら,ちらこそ,かりする,もわざわ,いがする,すやふっ,たっくい,ことはた,からごく,からよろ,にこちら,うようだ,だったら,かりしな,ことすら,がみこん,ことだっ,くいこと,わくする,もそうじ,かったじ,ことぐら,うだから,ころだっ,だったた,ぎたから,だったか,ぐらいが,とっぷす,がたくさ,だったっ,たためそ,こうから,たっぷす,するなよ,ぎりだっ,ひそめた,すごくど,めたとこ,のためり,すっごく,すること,さらこん,ばっかり,てかさっ,ついたら,くつもり,もそもこ,しなかっ,がりがば,からずっ,もりだっ,からのめ,ひたすら,めたから,かったっ,からこそ,とこうだ,かったら,もそうし,わなかっ,さっぱり,かったか,からかり,ずっとこ,ばっちり,からこう,がびくっ,けたかっ,くすから,わないが,かってく,いそうだ
2,2,1,1,1,3,4,2,1,1,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,6,1,1,3,5,1,1,1,1,3,1,1,2,2,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,19,1,3,1,2,1,1,6,1,2,2,1,2,2,2,1,1,3,1,3,3,16,1,1,1,1,1,3,1,1,1,1
