ペットボ,ホログラ,カラコン,マザコン,クーパー,ヘナチョコ,ジャーラン,ブラザー,コロンブス,サングラ,スッキリ,スカウト,ハッピー,ボクサー,カップル,ベリスク,ワーアップ,キーボー,バッチリ,ヨロシク,ビショビシ,ワイトボ,ワイドシ,サンプル,スーパー,ランプス,ゲームチ,ボーブリ,ランコロン,コウモリ,パーカッ,ガチムチ,コンダク,サンキュー,サンドバ,ポッカリ,ムズアップ,ダッサー
6,1,1,1,2,1,3,1,4,8,1,3,1,8,2,10,1,5,2,3,2,1,1,1,2,5,1,1,2,11,1,1,1,2,5,2,2,1
