ペットボ,プッハッ,バタフラ,コントロ,ブランドシ,キーワー,サングラ,スッキリ,スカウト,シナジー,ゲームシ,ヒーカッ,フルメー,ホッゲホ,スーパー,オートロ,カラフル,プリクラ,ブラジャー,スックス
1,3,2,4,3,1,19,1,4,1,2,1,1,1,2,1,1,1,2,1
