がったか,いそふら,ばくだっ,はっきり,むかつい,ほかあわ,うとする,よろしく,しながら,さんぐら,ちらこそ,おいしく,ゆるでぶ,むしゃむし,からだっ,からこん,からさら,うだから,ぎたかっ,だったか,たっぷり,はきつい,さんから,ぶるぴー,するなよ,しわかっ,すること,ことから,ふらいが,くつもり,しなかっ,べたかっ,とこのさ,ぱーくに,ずらめー,ひたすら,がやたら,ころから,おいおー,にやたら,するくら,かったか,ぐっとく,げたかっ
1,1,1,1,1,1,2,1,1,2,1,1,1,9,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,1,2
