とってく,ぐらいじ,とこころ,よろしく,けったっ,しながら,くつぐら,とこうし,うところ,するから,くださっ,だったら,ついほか,ことだっ,いらしく,めたころ,うだから,びりする,だったか,つけたら,いそうね,がたくさ,すっかり,こともた,うしばら,だったっ,がっかり,さくこう,べとから,もそうだ,べたから,どたくさ,がってく,とくから,すること,しくする,つけてく,ばっかり,ばらくい,ついたら,こうだっ,じたこと,もわかり,べとすら,あっぷする,すごかっ,がちむち,もわから,はっぴー,しとこう,かったっ,にたくさ,ころから,しばかり,からする,かったら,わなかっ,かったか,じところ,さんだっ,てくすた,うしたら,いそうだ
1,1,1,1,1,1,1,1,4,3,4,6,1,1,1,1,3,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,1,3,3,2,5,1,1,1,1,2
