ペットボ,ハッキリ,グラスタ,トップク,サングラ,フルスイ,スカウト,ワーアップ,キーボー,ワーバラ,ワイドシ,スーパー,ワイトク,ランクイ,ワイガヤ,ゴブツー,ジャーコン,ランドキ
7,2,3,1,1,1,13,1,1,2,1,6,1,1,1,33,1,1
