こんこん,しげしげ,ぷらぷら,ぶらぶら,のろのろ,ぼさぼさ,ちくちく,さばさば,そろそろ,おいおい
['\u3000秋風道人が懇々(こんこん)と語った\n'],['\u3000犬飼が≪獅子王金丹風そーす≫の入った小瓶をしげしげと見つめていたので、教えた。\n'],['\u3000腕に掛かっていた力が消えた。上半身を捻ると、腕が宙を、ぷらぷらと泳いだ。ちょっと、楽しい光景だったので、少しの間、上半身を捻って遊んだ。\n'],"['\u3000職員室を出たが、どこで何していいか、全くわからなかった。学校に来て、なにしていいかわからない状態になるとは、予想していなかった。ぶらぶらと施設内を歩いた。\n', '\u3000天笠は腕をぶらぶらさせる行為を止めて、蓮村に声を掛けた。\n']","['\u3000再び拳を振り上げて、打ち下ろす、のろのろとした拳が当たった。\n', '\u3000秋風道人がのろのろとした動作で足を上げた。足を上げただけで、地面が動いたように秋風道人の体が前に進む。次に秋風道人が足を下ろすと、更に体が移動した。一歩の動作で三歩分の距離を進んだ。\n']",['\u3000髪はしょーと・かっとだが、髪はぼさぼさ。目はどこか虚ろで、目の下には、化粧とも本物ともわからない、くまがあった。表情はで｜窶《やつ》れ気味。\n'],"['\u3000生前の悪行を取り上げてちくちくと言われるのなら、わかる。だが、勝手に連れてこられて小言を言われる行為は、納得できなかった。\n', '\u3000ちくちくと嫌な言い回しをする。\n']","['\u3000明峰はさばさばした態度で「邪魔したわね」と口にして立ち上がった。\n', '\u3000天笠は黙って頭を下げた。大黒真人は怒るかと思ったが、さばさばした態度で述べた。\n']",['「世界の終末は、まだかー。そろそろ、来るはずだと思ったんだけどな」\n'],['「おいおい、君、自分でいんか文明と言うといて、まや歴って何や。まや歴と言うたら、どう考えてもまや文明やろう」\n']
