ペットボ,ハッキリ,スクワー,ヒーメー,バタフラ,キログラ,コントロ,ノーサー,スッカラ,バックダ,トップク,ミリパラ,ドーボク,ホットコ,サングラ,ヘッドロ,フルスイ,スカウト,キーパー,ハッピー,ボクサー,ヒーポッ,カップル,ツートッ,キーボー,ブースタ,バッチリ,ノーサン,ヨロシク,ヒーカッ,サンオイ,ヒーゼリ,クッキー,ランクス,ワイトボ,サンプル,スーパー,フルオー,パキスタ,ワーゲー,ギョロギョ,コンチク,オートロ,バックス,スクトッ,キロメー,ダッフル,ブーメラ,カチャカチ,ランポリ,メージト,ノープラ,コンバッ,サッカリ,ピースタ,ガチャガチ,ビカメラ,ミリグラ,バットコ,ブラジャー,タッパー,コンドー,プルタブ,サンキュー,ケットボ,ゴキブリ,サンドバ,トーチカ,コンサー,ビシバシ,ムズアップ,ドタバタ,アハハッ
31,1,2,2,4,2,16,1,1,11,19,1,3,1,6,1,2,13,1,9,1,3,8,2,3,1,2,1,1,19,9,4,14,1,7,10,3,1,1,1,1,1,2,1,1,31,3,1,1,1,1,1,3,1,2,1,3,1,1,1,5,1,9,9,1,1,13,3,99,1,20,2,1
