ペットボ,ハッキリ,ズタボロ,スッキリ,スカウト,ダダダッ,スーパー,ランサー,ブーメラ,メージト,サッパリ,ジーゲー,コンパク
1,5,1,1,31,1,1,2,1,1,1,1,1
