ペットボ,ホログラ,ガラピシ,コンピュー,ペロンポロ,コントロ,トップク,ゴリムシャ,バリボリ,ハッピー,カップル,ガシャガシ,ソロジー,キーボー,クラスタ,マゴサン,オーパー,ランゲー,ジリスク,コウモリ,キロメー,ブーメラ,カチャカチ,マジオー,ブルンブル,ガチャガチ,ブラジャー,トロベリ,ペットロ,バックド
1,1,1,17,2,2,1,1,1,2,1,3,1,3,7,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1
