ペットボ,スッポリ,ハッキリ,ジタバタ,コントロ,ズタボロ,ヤイノヤイ,トップク,ドーボク,ランカラ,スッゲー,ビリチビ,スッキリ,フルスイ,ハッスル,ボクサー,カップル,ズッパリ,ダダダッ,ワーアップ,シャリムシャ,キーボー,パッチリ,バッチリ,マジカッ,オーガク,チリパチ,ジャークラ,ワイドシ,スーパー,ポッコリ,ウロチョロ,カラフル,ウルフカ,グータラ,グチャグチ,メージト,サッパリ,ハラワタ,サンドバ,ガクブル,ビシバシ,ドタバタ
1,1,6,3,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,5,1,1,1
