ペットボ,スクワー,コントロ,ペッドボ,ドーボク,キーワー,ホットコ,サングラ,スッキリ,キーボー,バッチリ,ワーバラ,ホッゴホ,ワイトボ,キューコン,サンプル,スクラン,フカメラ,スーパー,ランゲー,バックス,フルカラ,ムグラン,スーツケ,ブラジャー,コンパク,ムズアップ,ズッキー,スイメー
14,1,10,1,1,1,2,3,1,3,1,1,1,1,2,7,3,1,4,1,4,1,2,1,1,1,1,2,1
