キータッ,ケットコ,ウルタッ,ペットボ,バックラ,ギョウザ,マザコン,ブラスタ,コンピュー,ズルフラ,ノーゲー,ジタバタ,コントロ,ボロカス,コンピコ,バックダ,トップク,メーザー,ピーガク,ブルドー,オメガチ,コロンブス,スラスタ,サングラ,ムシチュー,ヘッドロ,フルスイ,サラダボ,ピーキー,スカウト,バッカリ,ハッピー,ボクサー,カップル,ツートッ,ワーアップ,キーボー,ブースタ,ケットゲ,ブラコン,ケッコン,ワーバラ,サンプル,スクラン,スーパー,キャッスル,マゴサン,フルオー,プルベリ,コロセコ,イソウル,ガラクタ,テクノロ,ミリオタ,ノコギリ,ヒップラ,ギーバリ,コウモリ,ザースー,パーカッ,カラフル,カラコロ,モコワイ,メチャクチャ,ランサー,ブーメラ,ブスタッ,ウラギリ,ノープラ,ブルメー,ピースタ,ワーヘッ,サンドバ,タッフル,ホッパー,トッパー,コンプリ,トップラ,ノータッ,ビシバシ,バックド,ムズアップ,ドタバタ,アハハッ,ガシャドク
1,1,2,7,3,3,3,4,3,2,1,1,22,1,1,3,4,1,1,1,8,1,9,1,1,1,4,1,1,3,1,1,4,5,6,2,4,2,1,8,1,1,1,1,4,7,1,1,1,2,1,3,2,1,1,1,1,1,1,3,6,1,1,1,4,2,1,1,1,1,1,1,2,1,5,2,1,4,2,1,1,11,1,3,16
