ペットボ,ヒーメー,コントロ,トップク,カステラ,カップラ,オドラン,キーワー,ヘッドロ,トコノコ,ハッピー,カップル,ヒーカッ,クッキー,ランクス,ズブラン,ワイドシ,サンプル,スーパー,コウモリ,マジムカ,カラフル,グチャグチ,メチャクチャ,ノープラ,ピースタ,トロベリ,トップス,トッパー,ドタバタ,スイメー
3,1,1,1,6,1,1,1,2,1,10,3,1,4,1,1,1,2,7,1,1,1,2,1,1,1,3,2,2,1,1
