ワクワク,イライラ,カラカラ,ギリギリ
"['\u3000七宮は早く始まってほしいのか、表情がワクワクとしたものだが、礼仁の方は特に表情からは読み取れるものがなく、興味がなさそうとしかわからなかった。\n', '\u3000その様子は先ほどと変わっておらず、新しい学校にワクワクするといった明るい気分とは全然違うものだった。\n', '\u3000礼仁は特に何も思わなかったが、決闘にワクワクしている人の気持ちは理解できなくもなかった。\n']",['\u3000しかし、それは礼仁のイライラする気持ちを吹き飛ばすには十分な内容だった。\n'],['\u3000空気中に存在する水分を媒介にして、会場全体に視野を広げているのだ。幸いなことに今日は湿度は低くはない。カラカラの日に同じことをするのは骨が折れる。\n'],['\u3000男が感心したように礼仁に言うが、礼仁からしたら本当にギリギリで、一歩遅ければ髪どころではなく血が舞っていただろう。\n']
