ケットコ,ハッキリ,コトハキ,トップク,ドーボク,ランカラ,サングラ,スッキリ,キロクラ,ワーアップ,バッチリ,カラヨロ,スーパー,ランプリ,ランゲー,コウモリ,グチャグチ,ギリキー,タッパー,コンドー,サンキュー,トッパー,ドタバタ,ジロクラ
1,3,1,5,3,1,1,1,1,4,1,1,4,1,1,14,1,1,7,1,3,1,1,1
