サンフラ,カッスル,ゲームラ,コンピュー,コントロ,トップク,キーワー,キーパー,ハッピー,ボクサー,カップル,キーボー,ブースタ,バッチリ,ワーバラ,ランクス,スクラン,スーパー,フルオー,テクノロ,ドロボー,コウモリ,スクトッ,キロメー,モロコシ,ビカメラ,クストッ,コンパク,トップス,トップラ
1,1,1,30,13,2,1,1,1,1,5,5,1,1,1,1,11,4,1,2,1,1,1,1,1,6,1,2,1,2
